"Latest: Time (s)","Latest: Force (N)","Latest: Force 4 (N)","Latest: Force 2 (N)","Latest: Force 3 (N)","Latest: Total Force (N)"
4150,713.06,406.59,283.27,338.22,1741.14
4152,711.84,406.59,282.05,338.22,1738.7
4154,711.84,406.59,282.05,338.22,1738.7
4156,713.06,406.59,282.05,339.44,1741.14
4158,711.84,405.37,282.05,338.22,1737.48
4160,711.84,405.37,282.05,338.22,1737.48
4162,711.84,405.37,282.05,338.22,1737.48
4164,711.84,406.59,283.27,338.22,1739.92
4166,713.06,406.59,283.27,338.22,1741.14
4168,711.84,406.59,283.27,337,1738.7
4170,711.84,407.81,283.27,338.22,1741.14
4172,713.06,406.59,283.27,338.22,1741.14
4174,711.84,407.81,283.27,337,1739.92
4176,711.84,406.59,283.27,338.22,1739.92
4178,711.84,407.81,283.27,338.22,1741.14
4180,711.84,406.59,284.49,337,1739.92
4182,711.84,406.59,283.27,337,1738.7
4184,710.62,406.59,283.27,337,1737.48
4186,711.84,406.59,283.27,337,1738.7
4188,710.62,406.59,283.27,337,1737.48
4190,711.84,406.59,283.27,337,1738.7
4192,710.62,406.59,283.27,337,1737.48
4194,710.62,407.81,283.27,337,1738.7
4196,711.84,407.81,283.27,338.22,1741.14
4198,711.84,407.81,283.27,337,1739.92
4200,713.06,406.59,282.05,338.22,1739.92
4202,711.84,406.59,283.27,338.22,1739.92
4204,710.62,409.04,283.27,337,1739.93
4206,710.62,409.04,284.49,337,1741.15
4208,710.62,409.04,283.27,337,1739.93
4210,710.62,409.04,283.27,337,1739.93
4212,711.84,409.04,284.49,337,1742.37
4214,711.84,409.04,284.49,337,1742.37
4216,710.62,407.81,283.27,337,1738.7
4218,710.62,409.04,284.49,335.78,1739.93
4220,710.62,407.81,284.49,335.78,1738.7
4222,711.84,406.59,283.27,338.22,1739.92
4224,711.84,406.59,283.27,338.22,1739.92
4226,713.06,406.59,282.05,337,1738.7
4228,713.06,406.59,283.27,337,1739.92
4230,713.06,406.59,283.27,337,1739.92
4232,713.06,406.59,283.27,338.22,1741.14
4234,713.06,405.37,283.27,337,1738.7
4236,713.06,405.37,283.27,338.22,1739.92
4238,713.06,406.59,283.27,338.22,1741.14
4240,713.06,404.15,283.27,338.22,1738.7
4242,714.29,405.37,283.27,338.22,1741.15
4244,713.06,406.59,283.27,337,1739.92
4246,713.06,405.37,282.05,338.22,1738.7
4248,713.06,406.59,283.27,338.22,1741.14
4250,714.29,407.81,283.27,338.22,1743.59
4252,713.06,406.59,282.05,338.22,1739.92
4254,713.06,406.59,283.27,338.22,1741.14
4256,711.84,406.59,283.27,338.22,1739.92
4258,713.06,405.37,283.27,338.22,1739.92
4260,713.06,406.59,283.27,338.22,1741.14
4262,714.29,406.59,283.27,337,1741.15
4264,714.29,405.37,282.05,338.22,1739.93
4266,714.29,404.15,283.27,337,1738.71
4268,714.29,405.37,284.49,338.22,1742.37
4270,713.06,406.59,284.49,337,1741.14
4272,714.29,406.59,283.27,337,1741.15
4274,714.29,405.37,283.27,337,1739.93
4276,714.29,405.37,283.27,338.22,1741.15
4278,714.29,404.15,283.27,337,1738.71
4280,714.29,405.37,283.27,337,1739.93
4282,713.06,405.37,282.05,338.22,1738.7
4284,713.06,404.15,283.27,337,1737.48
4286,714.29,405.37,283.27,338.22,1741.15
4288,713.06,406.59,283.27,337,1739.92
4290,714.29,405.37,283.27,337,1739.93
4292,713.06,405.37,283.27,337,1738.7
4294,714.29,406.59,283.27,337,1741.15
4296,713.06,406.59,283.27,337,1739.92
4298,714.29,405.37,283.27,337,1739.93
4300,714.29,405.37,283.27,337,1739.93
4302,714.29,405.37,283.27,337,1739.93
4304,714.29,405.37,282.05,338.22,1739.93
4306,713.06,406.59,283.27,338.22,1741.14
4308,711.84,406.59,283.27,335.78,1737.48
4310,711.84,406.59,283.27,337,1738.7
4312,713.06,407.81,283.27,337,1741.14
4314,714.29,406.59,283.27,337,1741.15
4316,713.06,406.59,283.27,337,1739.92
4318,711.84,406.59,284.49,337,1739.92
4320,711.84,407.81,283.27,337,1739.92
4322,713.06,407.81,284.49,337,1742.36
4324,713.06,406.59,283.27,337,1739.92
4326,713.06,406.59,283.27,337,1739.92
4328,713.06,406.59,283.27,337,1739.92
4330,713.06,406.59,284.49,337,1741.14
4332,713.06,406.59,283.27,337,1739.92
4334,711.84,406.59,284.49,335.78,1738.7
4336,713.06,406.59,284.49,335.78,1739.92
4338,711.84,407.81,283.27,337,1739.92
4340,711.84,406.59,284.49,337,1739.92
4342,713.06,406.59,283.27,337,1739.92
4344,714.29,405.37,282.05,338.22,1739.93
4346,714.29,406.59,283.27,337,1741.15
4348,714.29,405.37,282.05,337,1738.71
4350,714.29,405.37,283.27,337,1739.93
4352,714.29,405.37,283.27,338.22,1741.15
4354,714.29,406.59,282.05,338.22,1741.15
4356,713.06,405.37,283.27,337,1738.7
4358,713.06,405.37,282.05,338.22,1738.7
4360,713.06,405.37,282.05,338.22,1738.7
4362,714.29,404.15,282.05,339.44,1739.93
4364,714.29,405.37,282.05,338.22,1739.93
4366,713.06,404.15,282.05,338.22,1737.48
4368,714.29,405.37,282.05,338.22,1739.93
4370,714.29,405.37,282.05,339.44,1741.15
4372,713.06,405.37,280.83,338.22,1737.48
4374,713.06,404.15,282.05,339.44,1738.7
4376,713.06,404.15,282.05,339.44,1738.7
4378,714.29,405.37,282.05,338.22,1739.93
4380,714.29,405.37,282.05,339.44,1741.15
4382,713.06,405.37,283.27,338.22,1739.92
4384,713.06,406.59,282.05,338.22,1739.92
4386,713.06,405.37,282.05,338.22,1738.7
4388,714.29,404.15,280.83,339.44,1738.71
4390,713.06,405.37,282.05,338.22,1738.7
4392,714.29,405.37,282.05,338.22,1739.93
4394,714.29,405.37,282.05,338.22,1739.93
4396,713.06,405.37,282.05,338.22,1738.7
4398,714.29,404.15,282.05,338.22,1738.71
4400,713.06,405.37,280.83,338.22,1737.48
4402,714.29,405.37,282.05,338.22,1739.93
4404,713.06,406.59,282.05,339.44,1741.14
4406,713.06,406.59,282.05,338.22,1739.92
4408,713.06,406.59,282.05,338.22,1739.92
4410,713.06,405.37,282.05,338.22,1738.7
4412,713.06,405.37,282.05,338.22,1738.7
4414,711.84,407.81,282.05,337,1738.7
4416,713.06,406.59,282.05,338.22,1739.92
4418,713.06,406.59,282.05,338.22,1739.92
4420,711.84,406.59,283.27,337,1738.7
4422,711.84,406.59,282.05,338.22,1738.7
4424,713.06,406.59,282.05,338.22,1739.92
4426,711.84,406.59,283.27,338.22,1739.92
4428,713.06,406.59,282.05,338.22,1739.92
4430,711.84,406.59,282.05,338.22,1738.7
4432,713.06,406.59,282.05,338.22,1739.92
4434,714.29,404.15,280.83,339.44,1738.71
4436,714.29,404.15,282.05,339.44,1739.93
4438,713.06,406.59,282.05,338.22,1739.92
4440,713.06,406.59,282.05,338.22,1739.92
4442,711.84,405.37,282.05,338.22,1737.48
4444,711.84,405.37,282.05,338.22,1737.48
4446,713.06,406.59,282.05,338.22,1739.92
4448,714.29,406.59,282.05,339.44,1742.37
4450,713.06,406.59,282.05,338.22,1739.92
4452,713.06,405.37,282.05,339.44,1739.92
4454,713.06,406.59,282.05,339.44,1741.14
4456,713.06,405.37,282.05,338.22,1738.7
4458,713.06,405.37,282.05,339.44,1739.92
4460,713.06,404.15,282.05,339.44,1738.7
4462,713.06,405.37,282.05,338.22,1738.7
4464,713.06,405.37,282.05,339.44,1739.92
4466,711.84,406.59,282.05,338.22,1738.7
4468,713.06,406.59,282.05,338.22,1739.92
4470,713.06,406.59,282.05,338.22,1739.92
4472,713.06,406.59,282.05,338.22,1739.92
4474,714.29,406.59,282.05,338.22,1741.15
4476,713.06,405.37,282.05,339.44,1739.92
4478,713.06,406.59,282.05,338.22,1739.92
4480,711.84,405.37,282.05,339.44,1738.7
4482,711.84,405.37,282.05,339.44,1738.7
4484,713.06,405.37,282.05,339.44,1739.92
4486,711.84,406.59,282.05,339.44,1739.92
4488,713.06,406.59,282.05,339.44,1741.14
4490,713.06,406.59,282.05,339.44,1741.14
4492,713.06,405.37,282.05,339.44,1739.92
4494,713.06,405.37,282.05,339.44,1739.92
4496,713.06,405.37,282.05,338.22,1738.7
4498,714.29,406.59,282.05,339.44,1742.37
4500,711.84,406.59,282.05,339.44,1739.92
4502,711.84,405.37,282.05,338.22,1737.48
4504,713.06,405.37,282.05,339.44,1739.92
4506,713.06,405.37,282.05,339.44,1739.92
4508,713.06,405.37,282.05,339.44,1739.92
4510,713.06,406.59,282.05,339.44,1741.14
4512,711.84,405.37,282.05,339.44,1738.7
4514,713.06,405.37,282.05,339.44,1739.92
4516,713.06,405.37,282.05,339.44,1739.92
4518,713.06,405.37,282.05,339.44,1739.92
4520,713.06,405.37,282.05,338.22,1738.7
4522,713.06,405.37,282.05,339.44,1739.92
4524,714.29,406.59,282.05,339.44,1742.37
4526,711.84,406.59,283.27,339.44,1741.14
4528,713.06,406.59,282.05,339.44,1741.14
4530,713.06,405.37,282.05,338.22,1738.7
4532,711.84,405.37,282.05,339.44,1738.7
4534,713.06,406.59,282.05,339.44,1741.14
4536,713.06,406.59,282.05,339.44,1741.14
4538,713.06,406.59,282.05,339.44,1741.14
4540,713.06,406.59,282.05,338.22,1739.92
4542,714.29,404.15,282.05,339.44,1739.93
4544,713.06,405.37,280.83,340.66,1739.92
4546,713.06,405.37,280.83,339.44,1738.7
4548,711.84,405.37,280.83,338.22,1736.26
4550,711.84,405.37,280.83,339.44,1737.48
4552,713.06,405.37,282.05,339.44,1739.92
4554,713.06,405.37,282.05,338.22,1738.7
4556,713.06,404.15,280.83,339.44,1737.48
4558,714.29,404.15,282.05,339.44,1739.93
4560,714.29,405.37,280.83,339.44,1739.93
4562,713.06,405.37,280.83,340.66,1739.92
4564,713.06,405.37,280.83,339.44,1738.7
4566,714.29,404.15,282.05,339.44,1739.93
4568,713.06,404.15,280.83,339.44,1737.48
4570,714.29,405.37,280.83,339.44,1739.93
4572,714.29,405.37,280.83,339.44,1739.93
4574,714.29,406.59,280.83,339.44,1741.15
4576,714.29,404.15,282.05,339.44,1739.93
4578,714.29,405.37,280.83,339.44,1739.93
4580,713.06,405.37,282.05,339.44,1739.92
4582,713.06,405.37,282.05,339.44,1739.92
4584,711.84,405.37,280.83,339.44,1737.48
4586,711.84,405.37,282.05,339.44,1738.7
4588,714.29,405.37,282.05,340.66,1742.37
4590,714.29,405.37,282.05,339.44,1741.15
4592,714.29,405.37,282.05,339.44,1741.15
4594,713.06,404.15,280.83,339.44,1737.48
4596,713.06,405.37,282.05,339.44,1739.92
4598,714.29,404.15,282.05,339.44,1739.93
4600,714.29,404.15,282.05,339.44,1739.93
4602,714.29,404.15,282.05,339.44,1739.93
4604,714.29,405.37,282.05,339.44,1741.15
4606,714.29,405.37,282.05,339.44,1741.15
4608,713.06,405.37,280.83,339.44,1738.7
4610,713.06,406.59,282.05,338.22,1739.92
4612,714.29,405.37,282.05,339.44,1741.15
4614,713.06,405.37,282.05,338.22,1738.7
4616,713.06,405.37,280.83,339.44,1738.7
4618,714.29,405.37,280.83,339.44,1739.93
4620,714.29,405.37,280.83,339.44,1739.93
4622,714.29,405.37,282.05,338.22,1739.93
4624,714.29,405.37,280.83,339.44,1739.93
4626,714.29,405.37,282.05,339.44,1741.15
4628,714.29,405.37,280.83,339.44,1739.93
4630,714.29,405.37,280.83,338.22,1738.71
4632,714.29,404.15,282.05,338.22,1738.71
4634,713.06,404.15,282.05,338.22,1737.48
4636,713.06,405.37,282.05,338.22,1738.7
4638,714.29,405.37,280.83,338.22,1738.71
4640,713.06,404.15,280.83,338.22,1736.26
4642,713.06,405.37,282.05,338.22,1738.7
4644,713.06,404.15,282.05,339.44,1738.7
4646,713.06,404.15,282.05,338.22,1737.48
4648,714.29,405.37,282.05,338.22,1739.93
4650,713.06,404.15,280.83,338.22,1736.26
4652,714.29,405.37,282.05,339.44,1741.15
4654,713.06,404.15,282.05,339.44,1738.7
4656,713.06,405.37,280.83,339.44,1738.7
4658,714.29,404.15,280.83,339.44,1738.71
4660,713.06,405.37,280.83,339.44,1738.7
4662,714.29,404.15,280.83,338.22,1737.49
4664,713.06,405.37,282.05,339.44,1739.92
4666,714.29,405.37,282.05,338.22,1739.93
4668,714.29,404.15,282.05,339.44,1739.93
4670,714.29,404.15,280.83,338.22,1737.49
4672,713.06,404.15,280.83,339.44,1737.48
4674,713.06,405.37,280.83,339.44,1738.7
4676,714.29,405.37,280.83,339.44,1739.93
4678,714.29,405.37,280.83,338.22,1738.71
4680,713.06,404.15,282.05,339.44,1738.7
4682,714.29,405.37,280.83,339.44,1739.93
4684,714.29,404.15,282.05,338.22,1738.71
4686,713.06,405.37,282.05,339.44,1739.92
4688,714.29,405.37,282.05,339.44,1741.15
4690,714.29,405.37,282.05,338.22,1739.93
4692,713.06,404.15,280.83,339.44,1737.48
4694,714.29,405.37,280.83,338.22,1738.71
4696,713.06,405.37,282.05,339.44,1739.92
4698,713.06,405.37,280.83,339.44,1738.7
4700,714.29,405.37,280.83,339.44,1739.93
4702,713.06,405.37,280.83,339.44,1738.7
4704,714.29,405.37,282.05,339.44,1741.15
4706,714.29,405.37,282.05,338.22,1739.93
4708,714.29,404.15,282.05,338.22,1738.71
4710,714.29,404.15,280.83,338.22,1737.49
4712,713.06,405.37,280.83,338.22,1737.48
4714,714.29,405.37,282.05,338.22,1739.93
4716,714.29,405.37,280.83,338.22,1738.71
4718,713.06,404.15,282.05,338.22,1737.48
4720,713.06,405.37,282.05,338.22,1738.7
4722,713.06,405.37,282.05,339.44,1739.92
4724,713.06,405.37,282.05,339.44,1739.92
4726,714.29,405.37,282.05,338.22,1739.93
4728,713.06,406.59,282.05,339.44,1741.14
4730,713.06,406.59,282.05,339.44,1741.14
4732,713.06,406.59,282.05,339.44,1741.14
4734,713.06,406.59,282.05,340.66,1742.36
4736,713.06,406.59,282.05,339.44,1741.14
4738,713.06,406.59,282.05,339.44,1741.14
4740,713.06,404.15,282.05,339.44,1738.7
4742,713.06,405.37,282.05,339.44,1739.92
4744,714.29,406.59,280.83,339.44,1741.15
4746,713.06,404.15,282.05,338.22,1737.48
4748,713.06,405.37,282.05,338.22,1738.7
4750,713.06,406.59,280.83,339.44,1739.92
4752,713.06,405.37,282.05,338.22,1738.7
4754,713.06,405.37,282.05,338.22,1738.7
4756,713.06,404.15,280.83,339.44,1737.48
4758,714.29,405.37,280.83,339.44,1739.93
4760,713.06,406.59,280.83,339.44,1739.92
4762,713.06,407.81,282.05,338.22,1741.14
4764,711.84,406.59,280.83,338.22,1737.48
4766,714.29,406.59,280.83,338.22,1739.93
4768,713.06,406.59,282.05,338.22,1739.92
4770,711.84,405.37,282.05,339.44,1738.7
4772,713.06,406.59,280.83,338.22,1738.7
4774,711.84,406.59,282.05,338.22,1738.7
4776,713.06,406.59,282.05,339.44,1741.14
4778,713.06,406.59,282.05,339.44,1741.14
4780,713.06,406.59,283.27,338.22,1741.14
4782,711.84,406.59,282.05,338.22,1738.7
4784,713.06,406.59,282.05,339.44,1741.14
4786,713.06,406.59,282.05,339.44,1741.14
4788,714.29,406.59,282.05,339.44,1742.37
4790,713.06,405.37,282.05,339.44,1739.92
4792,714.29,405.37,282.05,339.44,1741.15
4794,713.06,405.37,283.27,339.44,1741.14
4796,713.06,405.37,282.05,338.22,1738.7
4798,713.06,406.59,282.05,339.44,1741.14
4800,713.06,406.59,282.05,339.44,1741.14
4802,713.06,405.37,282.05,339.44,1739.92
4804,713.06,406.59,283.27,338.22,1741.14
4806,713.06,406.59,282.05,339.44,1741.14
4808,713.06,406.59,282.05,338.22,1739.92
4810,713.06,406.59,282.05,339.44,1741.14
4812,713.06,406.59,282.05,339.44,1741.14
4814,711.84,406.59,282.05,339.44,1739.92
4816,713.06,406.59,282.05,338.22,1739.92
4818,713.06,406.59,283.27,340.66,1743.58
4820,713.06,406.59,282.05,339.44,1741.14
4822,713.06,407.81,282.05,339.44,1742.36
4824,713.06,406.59,282.05,339.44,1741.14
4826,713.06,407.81,282.05,339.44,1742.36
4828,714.29,405.37,282.05,339.44,1741.15
4830,713.06,406.59,283.27,339.44,1742.36
4832,713.06,406.59,282.05,339.44,1741.14
4834,713.06,406.59,282.05,339.44,1741.14
4836,714.29,406.59,282.05,338.22,1741.15
4838,713.06,406.59,282.05,339.44,1741.14
4840,714.29,405.37,282.05,339.44,1741.15
4842,713.06,406.59,282.05,339.44,1741.14
4844,714.29,406.59,282.05,339.44,1742.37
4846,713.06,405.37,283.27,338.22,1739.92
4848,713.06,406.59,282.05,338.22,1739.92
4850,713.06,406.59,282.05,339.44,1741.14
4852,713.06,406.59,282.05,339.44,1741.14
4854,713.06,406.59,283.27,339.44,1742.36
4856,713.06,405.37,282.05,339.44,1739.92
4858,714.29,404.15,282.05,339.44,1739.93
4860,714.29,405.37,282.05,338.22,1739.93
4862,714.29,406.59,282.05,339.44,1742.37
4864,713.06,405.37,282.05,339.44,1739.92
4866,713.06,406.59,283.27,339.44,1742.36
4868,714.29,406.59,282.05,338.22,1741.15
4870,714.29,405.37,282.05,338.22,1739.93
4872,714.29,406.59,283.27,339.44,1743.59
4874,713.06,406.59,282.05,338.22,1739.92
4876,713.06,405.37,283.27,339.44,1741.14
4878,714.29,405.37,282.05,338.22,1739.93
4880,713.06,406.59,282.05,339.44,1741.14
4882,713.06,406.59,282.05,339.44,1741.14
4884,713.06,406.59,282.05,339.44,1741.14
4886,713.06,406.59,282.05,338.22,1739.92
4888,713.06,406.59,282.05,339.44,1741.14
4890,713.06,406.59,282.05,338.22,1739.92
4892,713.06,405.37,282.05,338.22,1738.7
4894,714.29,405.37,282.05,338.22,1739.93
4896,713.06,406.59,282.05,338.22,1739.92
4898,713.06,406.59,282.05,338.22,1739.92
4900,713.06,405.37,282.05,338.22,1738.7
4902,713.06,406.59,282.05,339.44,1741.14
4904,713.06,406.59,282.05,338.22,1739.92
4906,713.06,406.59,282.05,338.22,1739.92
4908,713.06,405.37,282.05,338.22,1738.7
4910,713.06,405.37,282.05,338.22,1738.7
4912,714.29,405.37,280.83,339.44,1739.93
4914,714.29,405.37,282.05,338.22,1739.93
4916,713.06,405.37,282.05,339.44,1739.92
4918,714.29,406.59,282.05,338.22,1741.15
4920,711.84,406.59,282.05,338.22,1738.7
4922,714.29,406.59,282.05,338.22,1741.15
4924,713.06,405.37,282.05,338.22,1738.7
4926,714.29,406.59,282.05,338.22,1741.15
4928,713.06,405.37,282.05,338.22,1738.7
4930,713.06,406.59,280.83,338.22,1738.7
4932,713.06,405.37,282.05,338.22,1738.7
4934,711.84,405.37,282.05,338.22,1737.48
4936,713.06,406.59,280.83,338.22,1738.7
4938,713.06,405.37,282.05,338.22,1738.7
4940,713.06,405.37,282.05,339.44,1739.92
4942,714.29,404.15,280.83,339.44,1738.71
4944,714.29,404.15,282.05,339.44,1739.93
4946,713.06,405.37,282.05,338.22,1738.7
4948,713.06,406.59,282.05,338.22,1739.92
4950,714.29,402.93,282.05,339.44,1738.71
4952,714.29,405.37,282.05,338.22,1739.93
4954,713.06,405.37,282.05,339.44,1739.92
4956,713.06,406.59,282.05,338.22,1739.92
4958,713.06,405.37,282.05,338.22,1738.7
4960,713.06,406.59,282.05,339.44,1741.14
4962,713.06,406.59,282.05,339.44,1741.14
4964,714.29,404.15,283.27,339.44,1741.15
4966,714.29,406.59,280.83,338.22,1739.93
4968,713.06,406.59,280.83,338.22,1738.7
4970,713.06,405.37,282.05,338.22,1738.7
4972,713.06,405.37,282.05,339.44,1739.92
4974,713.06,405.37,282.05,338.22,1738.7
4976,713.06,406.59,282.05,338.22,1739.92
4978,713.06,405.37,282.05,338.22,1738.7
4980,713.06,405.37,282.05,339.44,1739.92
4982,714.29,405.37,282.05,339.44,1741.15
4984,713.06,405.37,282.05,339.44,1739.92
4986,714.29,406.59,280.83,339.44,1741.15
4988,715.51,404.15,280.83,339.44,1739.93
4990,714.29,404.15,282.05,339.44,1739.93
4992,714.29,404.15,280.83,339.44,1738.71
4994,714.29,404.15,280.83,339.44,1738.71
4996,714.29,404.15,282.05,340.66,1741.15
4998,714.29,405.37,280.83,339.44,1739.93
5000,713.06,405.37,280.83,339.44,1738.7
5002,714.29,404.15,282.05,339.44,1739.93
5004,713.06,405.37,280.83,339.44,1738.7
5006,713.06,404.15,280.83,339.44,1737.48
5008,714.29,405.37,280.83,339.44,1739.93
5010,714.29,404.15,282.05,339.44,1739.93
5012,714.29,405.37,280.83,339.44,1739.93
5014,713.06,404.15,282.05,338.22,1737.48
5016,713.06,404.15,280.83,339.44,1737.48
5018,713.06,405.37,282.05,339.44,1739.92
5020,713.06,405.37,282.05,339.44,1739.92
5022,713.06,406.59,280.83,338.22,1738.7
5024,713.06,405.37,282.05,338.22,1738.7
5026,713.06,405.37,282.05,338.22,1738.7
5028,713.06,406.59,282.05,338.22,1739.92
5030,713.06,406.59,282.05,338.22,1739.92
5032,711.84,406.59,282.05,339.44,1739.92
5034,713.06,405.37,282.05,339.44,1739.92
5036,713.06,406.59,282.05,339.44,1741.14
5038,713.06,406.59,282.05,338.22,1739.92
5040,713.06,406.59,282.05,339.44,1741.14
5042,711.84,406.59,282.05,338.22,1738.7
5044,713.06,405.37,282.05,339.44,1739.92
5046,711.84,405.37,282.05,338.22,1737.48
5048,711.84,406.59,282.05,339.44,1739.92
5050,713.06,405.37,282.05,339.44,1739.92
5052,713.06,405.37,282.05,339.44,1739.92
5054,713.06,406.59,282.05,338.22,1739.92
5056,713.06,404.15,282.05,338.22,1737.48
5058,713.06,405.37,282.05,338.22,1738.7
5060,713.06,404.15,282.05,338.22,1737.48
5062,713.06,405.37,282.05,339.44,1739.92
5064,713.06,405.37,282.05,338.22,1738.7
5066,711.84,406.59,280.83,339.44,1738.7
5068,713.06,405.37,282.05,339.44,1739.92
5070,710.62,409.04,282.05,335.78,1737.49
5072,711.84,407.81,283.27,338.22,1741.14
5074,710.62,407.81,282.05,338.22,1738.7
5076,710.62,407.81,283.27,338.22,1739.92
5078,711.84,405.37,282.05,338.22,1737.48
5080,713.06,405.37,282.05,338.22,1738.7
5082,713.06,406.59,283.27,338.22,1741.14
5084,713.06,405.37,282.05,338.22,1738.7
5086,714.29,405.37,282.05,339.44,1741.15
5088,713.06,405.37,282.05,338.22,1738.7
5090,713.06,405.37,282.05,338.22,1738.7
5092,713.06,405.37,282.05,339.44,1739.92
5094,714.29,404.15,282.05,339.44,1739.93
5096,714.29,405.37,283.27,338.22,1741.15
5098,713.06,405.37,282.05,339.44,1739.92
5100,714.29,405.37,282.05,339.44,1741.15
5102,713.06,404.15,282.05,339.44,1738.7
5104,713.06,406.59,282.05,338.22,1739.92
5106,713.06,406.59,282.05,338.22,1739.92
5108,711.84,406.59,280.83,338.22,1737.48
5110,713.06,406.59,280.83,339.44,1739.92
5112,711.84,406.59,282.05,339.44,1739.92
5114,713.06,405.37,280.83,339.44,1738.7
5116,713.06,405.37,282.05,339.44,1739.92
5118,713.06,405.37,282.05,338.22,1738.7
5120,713.06,410.26,282.05,341.88,1747.25
5122,713.06,406.59,283.27,339.44,1742.36
5124,714.29,406.59,282.05,339.44,1742.37
5126,713.06,406.59,282.05,338.22,1739.92
5128,711.84,406.59,282.05,337,1737.48
5130,711.84,406.59,283.27,338.22,1739.92
5132,711.84,406.59,282.05,338.22,1738.7
5134,713.06,406.59,282.05,338.22,1739.92
5136,711.84,406.59,283.27,338.22,1739.92
5138,711.84,406.59,282.05,337,1737.48
5140,711.84,405.37,282.05,338.22,1737.48
5142,713.06,406.59,282.05,338.22,1739.92
5144,711.84,406.59,282.05,338.22,1738.7
5146,713.06,406.59,282.05,338.22,1739.92
5148,711.84,406.59,282.05,338.22,1738.7
5150,713.06,407.81,282.05,338.22,1741.14
5152,711.84,407.81,282.05,338.22,1739.92
5154,711.84,407.81,283.27,337,1739.92
5156,711.84,406.59,282.05,338.22,1738.7
5158,711.84,405.37,282.05,338.22,1737.48
5160,710.62,409.04,283.27,335.78,1738.71
5162,711.84,406.59,282.05,337,1737.48
5164,711.84,406.59,282.05,338.22,1738.7
5166,713.06,406.59,282.05,338.22,1739.92
5168,711.84,407.81,283.27,338.22,1741.14
5170,711.84,407.81,282.05,337,1738.7
5172,711.84,407.81,282.05,338.22,1739.92
5174,711.84,407.81,282.05,338.22,1739.92
5176,711.84,407.81,282.05,337,1738.7
5178,711.84,407.81,283.27,338.22,1741.14
5180,711.84,409.04,283.27,337,1741.15
5182,711.84,407.81,283.27,337,1739.92
5184,711.84,407.81,283.27,337,1739.92
5186,711.84,409.04,283.27,337,1741.15
5188,710.62,409.04,282.05,337,1738.71
5190,711.84,407.81,283.27,338.22,1741.14
5192,711.84,407.81,282.05,338.22,1739.92
5194,711.84,407.81,282.05,337,1738.7
5196,713.06,406.59,282.05,338.22,1739.92
5198,711.84,406.59,282.05,338.22,1738.7
5200,713.06,407.81,282.05,338.22,1741.14
5202,711.84,406.59,282.05,338.22,1738.7
5204,713.06,406.59,282.05,338.22,1739.92
